"","credit.policy","purpose","int.rate","installment","log.annual.inc","dti","fico","days.with.cr.line","revol.bal","revol.util","inq.last.6mths","delinq.2yrs","pub.rec","not.fully.paid","has.delinq.2yrs","has.pub.rec","log.revol.bal","has.revol.bal"
"1081",TRUE,"debt_consolidation",0.0945,233.67,10.63103616,16.52,727,3135,2185,15.4,0,0,0,FALSE,FALSE,FALSE,7.68982866873648,TRUE
"1082",TRUE,"all_other",0.0945,32.01,11.01862914,9.45,712,3119.958333,9332,97.2,0,0,0,FALSE,FALSE,FALSE,9.14131178556575,TRUE
"1083",TRUE,"all_other",0.0976,176.86,11.04132055,0,707,2669.958333,0,0,2,0,0,FALSE,FALSE,FALSE,0,FALSE
"1084",TRUE,"all_other",0.1039,243.38,10.30895266,10.24,702,10319.95833,10444,14.1,1,1,0,FALSE,TRUE,FALSE,9.25387867399067,TRUE
"1085",TRUE,"all_other",0.08,235.03,11.00209984,4.96,777,7859.958333,78935,26.2,7,0,0,FALSE,FALSE,FALSE,11.276392676537,TRUE
"1086",TRUE,"credit_card",0.0976,128.62,9.392661929,9.6,707,1320,3987,31.9,1,0,0,FALSE,FALSE,FALSE,8.29104513108173,TRUE
"1087",TRUE,"educational",0.1008,226.14,10.40426284,18.91,717,3480.958333,9379,10.9,0,1,0,FALSE,TRUE,FALSE,9.14633504200027,TRUE
"1088",TRUE,"all_other",0.1008,80.77,11.08220409,1.55,697,4380,9743,62.9,1,0,0,FALSE,FALSE,FALSE,9.18440698994968,TRUE
"1089",TRUE,"credit_card",0.0768,93.57,12.20607265,2.49,767,3870,3119,1.5,2,0,0,FALSE,FALSE,FALSE,8.04558828080353,TRUE
"1090",TRUE,"credit_card",0.08,206.83,9.942708266,10.04,767,3449.958333,7797,72.2,0,0,0,FALSE,FALSE,FALSE,8.96162256954254,TRUE
"1091",TRUE,"debt_consolidation",0.1229,250.15,11.08214255,1.68,672,1259.958333,2871,7.9,2,3,0,FALSE,TRUE,FALSE,7.96276393016811,TRUE
"1092",TRUE,"home_improvement",0.0863,158.14,11.77528973,10.62,727,7769.958333,1780,25.8,0,0,0,FALSE,FALSE,FALSE,7.48493028328966,TRUE
"1093",TRUE,"home_improvement",0.0945,192.06,11.60823564,8.68,722,13349.95833,1390,1.8,1,0,0,FALSE,FALSE,FALSE,7.23777819192344,TRUE
"1094",TRUE,"credit_card",0.1071,78.25,10.49127422,15.2,687,3029.958333,2823,33.2,3,1,1,FALSE,TRUE,TRUE,7.94590959861313,TRUE
"1095",TRUE,"debt_consolidation",0.1103,245.65,11.00209984,16.12,692,4469.958333,16382,52.3,1,1,0,TRUE,TRUE,FALSE,9.70399949082026,TRUE
"1096",TRUE,"all_other",0.1229,64.21,11.00209984,11.1,662,3059.958333,6317,45.4,0,0,0,FALSE,FALSE,FALSE,8.75115798136203,TRUE
"1097",TRUE,"debt_consolidation",0.1197,249,11.41861479,7.89,677,5249.958333,13068,30.6,3,1,0,FALSE,TRUE,FALSE,9.47799829259704,TRUE
"1098",TRUE,"all_other",0.1324,253.58,11.32055357,11.42,662,2609.958333,12844,51.8,1,0,1,FALSE,FALSE,TRUE,9.46070990954398,TRUE
"1099",TRUE,"all_other",0.1545,174.44,10.59663473,24.57,662,2435,1851,92.5,3,0,0,FALSE,FALSE,FALSE,7.52402141520612,TRUE
"1100",TRUE,"credit_card",0.1103,245.65,11.35040654,21.91,717,5189.958333,63167,84,2,0,0,FALSE,FALSE,FALSE,11.0535531227932,TRUE
"1101",TRUE,"credit_card",0.1103,245.65,11.25504424,21.11,717,5587.958333,68356,71.6,2,0,0,FALSE,FALSE,FALSE,11.1324992509535,TRUE
"1102",TRUE,"debt_consolidation",0.0832,204.65,10.59653473,5.43,742,2850,9830,19,5,0,0,FALSE,FALSE,FALSE,9.19329593736692,TRUE
"1103",TRUE,"all_other",0.1008,51.69,10.71441777,21.57,722,2309.958333,1949,48.7,0,0,0,FALSE,FALSE,FALSE,7.57558465155779,TRUE
"1104",TRUE,"home_improvement",0.0976,154.35,10.46310334,16.77,717,2923,7708,48.2,1,0,0,FALSE,FALSE,FALSE,8.95014375645926,TRUE
"1105",TRUE,"credit_card",0.1008,167.99,10.59663473,11.87,702,4620,13300,51.6,0,0,1,FALSE,FALSE,TRUE,9.4955944993533,TRUE
"1106",TRUE,"credit_card",0.1039,243.38,10.87804719,20.92,737,2279.958333,9754,39,0,0,0,FALSE,FALSE,FALSE,9.18553525305721,TRUE
"1107",TRUE,"debt_consolidation",0.1324,253.58,11.77525896,16.78,662,4260,89952,79.5,3,0,0,TRUE,FALSE,FALSE,11.4070425906847,TRUE
"1108",TRUE,"credit_card",0.0863,132.84,11.00209984,19.48,762,2580,0,0,2,0,0,FALSE,FALSE,FALSE,0,FALSE
"1109",TRUE,"debt_consolidation",0.1134,246.75,11.00209984,8.92,687,7260,1954,4.8,0,2,0,FALSE,TRUE,FALSE,7.57814547241947,TRUE
"1110",TRUE,"all_other",0.1008,161.53,11.00209984,14.34,707,2970,9737,44.7,2,0,0,FALSE,FALSE,FALSE,9.18379103674265,TRUE
"1111",TRUE,"credit_card",0.1071,114.11,10.08580911,17.4,697,1949.958333,4063,76.7,0,0,0,FALSE,FALSE,FALSE,8.30992298925832,TRUE
"1112",TRUE,"major_purchase",0.1229,166.77,10.97472864,5.24,667,4980,5073,50,2,0,0,FALSE,FALSE,FALSE,8.53188474015923,TRUE
"1113",TRUE,"home_improvement",0.1103,163.77,11.42566678,12.44,682,5700,7945,41.4,2,0,0,FALSE,FALSE,FALSE,8.98042393637454,TRUE
"1114",TRUE,"credit_card",0.1134,39.48,9.798127037,21.13,697,2070,3918,72.6,1,0,0,FALSE,FALSE,FALSE,8.27359179819963,TRUE
"1115",TRUE,"debt_consolidation",0.0832,113.35,9.40261226,6.14,727,4110.958333,2877,70.2,0,0,0,FALSE,FALSE,FALSE,7.96485088744731,TRUE
"1116",TRUE,"debt_consolidation",0.1134,213.85,10.12647109,11.23,682,2460,2083,28.1,3,0,0,FALSE,FALSE,FALSE,7.64204440287326,TRUE
"1117",TRUE,"debt_consolidation",0.0863,126.52,9.873234509,11.01,727,2040.958333,6835,34.7,0,0,0,FALSE,FALSE,FALSE,8.82995804423548,TRUE
"1118",TRUE,"credit_card",0.0863,189.77,10.50369674,18.77,757,2369.958333,0,0,1,0,0,FALSE,FALSE,FALSE,0,FALSE
"1119",TRUE,"home_improvement",0.0768,155.95,10.77895629,0.38,812,7950,52,0.3,0,0,0,FALSE,FALSE,FALSE,3.97029191355212,TRUE
"1120",TRUE,"credit_card",0.1103,149.03,10.87804719,10.82,687,2100,2927,53.2,2,0,0,FALSE,FALSE,FALSE,7.9820748750812,TRUE
"1121",TRUE,"debt_consolidation",0.1253,401.6,11.10501738,17.36,697,4229.041667,20024,73.1,0,0,0,FALSE,FALSE,FALSE,9.90473677193656,TRUE
"1122",TRUE,"all_other",0.1039,233.65,11.05879518,8.96,707,4740,3565,70,2,0,0,FALSE,FALSE,FALSE,8.17919979842309,TRUE
"1123",TRUE,"debt_consolidation",0.0976,241.16,11.11988288,13.55,722,6630,41154,47.1,0,0,0,FALSE,FALSE,FALSE,10.6251007054067,TRUE
"1124",TRUE,"all_other",0.1134,246.75,10.40426284,3.96,682,1649.958333,8644,28,1,0,0,FALSE,FALSE,FALSE,9.06473639811739,TRUE
"1125",TRUE,"all_other",0.08,163.74,9.798127037,1.33,747,1440,139,5,0,0,0,FALSE,FALSE,FALSE,4.9416424226093,TRUE
"1126",TRUE,"debt_consolidation",0.0863,142.33,11.2771525,7.53,722,5761,20237,32.7,2,0,0,FALSE,FALSE,FALSE,9.9153173042897,TRUE
"1127",TRUE,"all_other",0.1292,201.94,10.37349118,4.76,662,1350,4378,71.2,0,0,0,FALSE,FALSE,FALSE,8.3845756668014,TRUE
"1128",TRUE,"all_other",0.1197,249,10.95080655,6.06,677,8939.958333,5450,40.7,0,0,0,FALSE,FALSE,FALSE,8.60355435706428,TRUE
"1129",TRUE,"credit_card",0.0945,128.04,9.903487553,5.16,722,3180,3621,14.9,0,0,0,FALSE,FALSE,FALSE,8.19478163844336,TRUE
"1130",TRUE,"all_other",0.1039,243.38,10.81977828,6.86,702,3180,12742,61.6,1,0,0,FALSE,FALSE,FALSE,9.45273738021228,TRUE
"1131",TRUE,"debt_consolidation",0.1103,180.15,10.87804719,3.83,682,3930,3491,23.6,0,0,0,FALSE,FALSE,FALSE,8.15822991695949,TRUE
"1132",TRUE,"all_other",0.1103,196.52,10.4125917,8.4,687,3359.958333,7305,73,0,0,0,FALSE,FALSE,FALSE,8.89645120735523,TRUE
"1133",TRUE,"debt_consolidation",0.1039,243.38,10.6454249,3.26,702,1443,3608,65.6,1,0,0,TRUE,FALSE,FALSE,8.19118600464279,TRUE
"1134",TRUE,"all_other",0.1229,166.77,10.6454249,21.66,682,2910,489,27.2,1,0,0,TRUE,FALSE,FALSE,6.19440539110467,TRUE
"1135",TRUE,"all_other",0.1229,210.13,10.69203582,0.95,667,2970,1315,17.1,2,1,0,FALSE,TRUE,FALSE,7.18235211188526,TRUE
"1136",TRUE,"credit_card",0.1071,244.52,11.40756495,13.57,702,5010,7957,26.4,1,0,0,FALSE,FALSE,FALSE,8.98193299098687,TRUE
"1137",TRUE,"credit_card",0.1008,161.53,10.77895629,3.33,702,5705.958333,899,15,0,0,1,FALSE,FALSE,TRUE,6.80239476332431,TRUE
"1138",TRUE,"debt_consolidation",0.1197,249,11.13959835,21.63,692,5130,30245,40.8,2,0,0,TRUE,FALSE,FALSE,10.3171192233107,TRUE
"1139",TRUE,"all_other",0.1128,368.17,11.51292546,19.6,717,11102.95833,52132,55.7,1,0,0,TRUE,FALSE,FALSE,10.8615534245429,TRUE
"1140",TRUE,"credit_card",0.0945,184.06,11.47001796,14.56,732,5639.958333,30181,35.7,1,0,0,FALSE,FALSE,FALSE,10.3150009991785,TRUE
"1141",TRUE,"home_improvement",0.1229,70.05,10.95156065,19.92,667,9209.958333,26036,89.5,1,1,0,TRUE,TRUE,FALSE,10.1672738823124,TRUE
"1142",TRUE,"major_purchase",0.08,175.49,10.16585182,2.31,747,1800,1220,8.4,1,0,0,FALSE,FALSE,FALSE,7.1074254741107,TRUE
"1143",TRUE,"debt_consolidation",0.1071,192.35,10.51325312,16.24,697,4919.958333,3382,36.1,0,0,0,FALSE,FALSE,FALSE,8.12651816878071,TRUE
"1144",TRUE,"educational",0.1166,52.89,11.00209984,18.4,677,5370,926,4.5,3,1,0,FALSE,TRUE,FALSE,6.83195356556585,TRUE
"1145",TRUE,"debt_consolidation",0.1261,251.3,10.6454249,5.71,667,1500,8944,57,1,0,0,FALSE,FALSE,FALSE,9.09884999594282,TRUE
"1146",TRUE,"all_other",0.0832,125.94,10.37361617,15.07,762,2460,1152,16.5,0,0,0,FALSE,FALSE,FALSE,7.05012252026906,TRUE
"1147",TRUE,"all_other",0.0737,31.05,10.4341158,0.35,807,7139.958333,102,0.3,1,0,0,FALSE,FALSE,FALSE,4.63472898822964,TRUE
"1148",TRUE,"all_other",0.1166,247.9,11.01862914,17.59,687,2850,6550,47.8,2,0,0,FALSE,FALSE,FALSE,8.78737298873188,TRUE
"1149",TRUE,"home_improvement",0.08,235.03,10.77895629,4.28,812,7950,52,0.3,0,0,0,FALSE,FALSE,FALSE,3.97029191355212,TRUE
"1150",TRUE,"home_improvement",0.1229,250.15,11.7829526,3.18,672,3540,56481,61.7,0,0,1,FALSE,FALSE,TRUE,10.941677282305,TRUE
"1151",TRUE,"debt_consolidation",0.1103,245.65,11.65268741,7.55,687,4949.958333,34753,95.2,0,0,0,FALSE,FALSE,FALSE,10.4560499522822,TRUE
"1152",TRUE,"all_other",0.0976,64.31,11.28983191,17.01,712,3479.958333,29889,37.4,1,0,0,FALSE,FALSE,FALSE,10.305279255278,TRUE
"1153",TRUE,"educational",0.0832,236.14,10.69194491,3.74,747,3389.958333,11585,27.1,1,0,0,FALSE,FALSE,FALSE,9.35755275165657,TRUE
"1154",TRUE,"educational",0.0832,191.27,11.51292546,7.87,757,10470,8681,23.2,0,0,0,FALSE,FALSE,FALSE,9.06900719585954,TRUE
"1155",TRUE,"all_other",0.1197,66.4,10.77895629,10.4,667,3839.958333,16746,69.2,1,0,0,FALSE,FALSE,FALSE,9.72597441673448,TRUE
"1156",TRUE,"major_purchase",0.1229,100.06,10.6454249,1.71,672,2610,1487,45.1,0,0,0,TRUE,FALSE,FALSE,7.30518821539304,TRUE
"1157",TRUE,"debt_consolidation",0.1261,201.04,10.30895266,19.92,672,1800,3211,78.3,2,0,0,TRUE,FALSE,FALSE,8.07464907506665,TRUE
"1158",TRUE,"all_other",0.0832,220.39,10.81977828,4.42,742,2009.958333,1098,7.1,0,0,0,FALSE,FALSE,FALSE,7.00215595440362,TRUE
"1159",TRUE,"major_purchase",0.1134,230.3,10.46310334,5.69,682,5249.958333,2745,40.4,0,0,0,FALSE,FALSE,FALSE,7.91790058632792,TRUE
"1160",TRUE,"debt_consolidation",0.1261,134.03,11.87145968,10.92,662,4080,4736,16.8,2,1,0,FALSE,TRUE,FALSE,8.46315930292375,TRUE
"1161",TRUE,"home_improvement",0.0832,236.14,10.30908599,1.52,757,2520,1304,9.7,0,0,0,FALSE,FALSE,FALSE,7.17395831975679,TRUE
"1162",TRUE,"debt_consolidation",0.1286,252.2,10.78931908,20.56,682,3330,20716,82.1,2,2,0,FALSE,TRUE,FALSE,9.93870989824589,TRUE
"1163",TRUE,"all_other",0.1229,50.03,11.9512062,7.43,662,5219.958333,8545,30.6,2,0,0,FALSE,FALSE,FALSE,9.05321861620397,TRUE
"1164",TRUE,"debt_consolidation",0.1287,504.5,10.93310697,22.18,702,3303,5170,8.6,2,0,0,FALSE,FALSE,FALSE,8.55082137239622,TRUE
"1165",TRUE,"credit_card",0.1229,183.45,10.4341158,20.56,687,1410,4029,24,1,0,0,FALSE,FALSE,FALSE,8.30152165494073,TRUE
"1166",TRUE,"educational",0.0945,240.08,10.71441777,1.57,722,7560,2258,10.7,2,0,1,TRUE,FALSE,TRUE,7.722677516468,TRUE
"1167",TRUE,"educational",0.1355,232.63,11.15625052,24.22,687,3749.958333,8547,55.1,1,1,0,FALSE,TRUE,FALSE,9.05345261643904,TRUE
"1168",TRUE,"debt_consolidation",0.0976,241.16,10.02552818,6.74,717,1679.958333,7313,29.6,0,0,0,TRUE,FALSE,FALSE,8.89754559870933,TRUE
"1169",TRUE,"debt_consolidation",0.0863,237.21,10.46321762,6,747,5850,5541,26.5,2,0,0,FALSE,FALSE,FALSE,8.62011072542292,TRUE
"1170",TRUE,"debt_consolidation",0.1039,48.68,10.46310334,13.17,697,4229.958333,19,0.2,1,0,0,TRUE,FALSE,FALSE,2.99573227355399,TRUE
"1171",TRUE,"debt_consolidation",0.1324,253.58,10.30895266,13.44,667,1289.958333,9142,81.6,1,0,0,FALSE,FALSE,FALSE,9.12074383816443,TRUE
"1172",TRUE,"educational",0.1103,163.77,10.81977828,16.56,687,4499.958333,5584,80.9,2,0,1,FALSE,FALSE,TRUE,8.6278397115033,TRUE
"1173",TRUE,"credit_card",0.1008,232.6,10.54534144,18.09,722,2369.958333,12391,66.6,1,0,0,FALSE,FALSE,FALSE,9.4248063820967,TRUE
"1174",TRUE,"debt_consolidation",0.0945,96.03,10.71441777,5.17,722,2460,5275,48,0,0,0,FALSE,FALSE,FALSE,8.5709235138372,TRUE
"1175",TRUE,"educational",0.1008,96.92,10.49127422,6.9,697,2339.958333,8349,43.5,0,0,0,TRUE,FALSE,FALSE,9.0300168178449,TRUE
"1176",TRUE,"debt_consolidation",0.1324,253.58,10.05173513,16.76,667,2820,4013,66.9,0,0,0,TRUE,FALSE,FALSE,8.29754352935628,TRUE
"1177",TRUE,"home_improvement",0.0832,157.43,10.33501019,10.13,742,4307,20337,39.2,3,0,0,FALSE,FALSE,FALSE,9.92024633635108,TRUE
"1178",TRUE,"debt_consolidation",0.1166,135.52,10.59653473,3.99,677,2460,7102,18.7,0,0,0,FALSE,FALSE,FALSE,8.86827250899781,TRUE
"1179",TRUE,"all_other",0.1039,64.91,9.998979534,8.13,692,1559.958333,1599,9.6,2,1,0,FALSE,TRUE,FALSE,7.37775890822787,TRUE
"1180",TRUE,"all_other",0.1166,175.18,11.62803827,6.75,677,2759.958333,19328,96.2,2,0,0,FALSE,FALSE,FALSE,9.86936183780675,TRUE
"1181",TRUE,"credit_card",0.1103,147.39,10.75790288,20.81,707,4350,25469,98.5,1,0,0,FALSE,FALSE,FALSE,10.1452565679735,TRUE
"1182",TRUE,"credit_card",0.1103,245.65,10.96819829,21.12,717,4619.958333,36605,91.1,0,0,0,FALSE,FALSE,FALSE,10.5079674403799,TRUE
"1183",TRUE,"credit_card",0.0976,192.93,11.01856357,12.37,712,3149.958333,6432,99,2,0,0,TRUE,FALSE,FALSE,8.769196271411,TRUE
"1184",TRUE,"credit_card",0.1387,221.75,11.56171563,23.99,687,4949.958333,68479,48.9,0,3,0,FALSE,TRUE,FALSE,11.1342970108156,TRUE
"1185",TRUE,"all_other",0.097,176.7,10.59653473,0.51,717,1232.958333,38,1.3,0,1,0,FALSE,TRUE,FALSE,3.66356164612965,TRUE
"1186",TRUE,"all_other",0.08,94.01,11.44035477,0,737,1229.958333,500,2.4,2,0,0,FALSE,FALSE,FALSE,6.21660610108486,TRUE
"1187",TRUE,"all_other",0.08,219.36,10.71840979,6.61,752,2163,0,0,3,0,0,FALSE,FALSE,FALSE,0,FALSE
"1188",TRUE,"all_other",0.0832,236.14,10.81977828,2.42,762,3180,4880,38.1,0,0,0,FALSE,FALSE,FALSE,8.49310539588715,TRUE
"1189",TRUE,"all_other",0.0768,154.39,10.46310334,0,772,6809.958333,1238,7.3,0,1,0,FALSE,TRUE,FALSE,7.12205988162914,TRUE
"1190",TRUE,"debt_consolidation",0.1134,246.75,10.46310334,10.66,682,2714.958333,1238,47.7,0,2,0,FALSE,TRUE,FALSE,7.12205988162914,TRUE
"1191",TRUE,"debt_consolidation",0.1001,193.64,11.00209984,11.22,707,6630,27591,54.9,0,0,1,FALSE,FALSE,TRUE,10.2252811546167,TRUE
"1192",TRUE,"credit_card",0.1538,243.97,11.17043516,23.54,667,5249.958333,9371,50.1,1,3,0,FALSE,TRUE,FALSE,9.14548179962769,TRUE
"1193",TRUE,"debt_consolidation",0.1191,159.23,10.5627418,7.98,672,5729.958333,11689,89.2,0,0,0,FALSE,FALSE,FALSE,9.36648905446611,TRUE
"1194",TRUE,"debt_consolidation",0.1222,249.9,10.59653473,24.63,727,3449.958333,6083,56.3,1,0,0,FALSE,FALSE,FALSE,8.71341765337918,TRUE
"1195",TRUE,"all_other",0.1222,49.98,9.546812609,21.51,682,1530,8172,34,1,0,0,FALSE,FALSE,FALSE,9.00859131751613,TRUE
"1196",TRUE,"all_other",0.1001,71,10.98108047,10.8,702,2520,1051,58.4,1,0,0,FALSE,FALSE,FALSE,6.95844839329766,TRUE
"1197",TRUE,"major_purchase",0.1191,185.76,10.14643373,2.68,677,1740,4885,35.4,2,0,0,FALSE,FALSE,FALSE,8.49412925181769,TRUE
"1198",TRUE,"credit_card",0.08,219.36,11.41861479,6.36,752,7804.958333,21135,19.7,0,0,0,FALSE,FALSE,FALSE,9.95873302676211,TRUE
"1199",TRUE,"all_other",0.1222,99.96,11.01856357,21.35,682,3899.958333,12074,51,0,0,0,FALSE,FALSE,FALSE,9.39889247852077,TRUE
"1200",TRUE,"credit_card",0.1128,246.54,11.65507586,10.12,687,4979.958333,34842,95.5,0,0,0,FALSE,FALSE,FALSE,10.4586075351813,TRUE
"1201",TRUE,"home_improvement",0.1128,164.36,11.32664408,13.53,687,8189.958333,16389,57.7,3,0,1,TRUE,FALSE,TRUE,9.70442667173788,TRUE
"1202",TRUE,"all_other",0.1254,133.9,9.903487553,18.72,677,7590,9961,94.9,1,0,0,FALSE,FALSE,FALSE,9.20653313363323,TRUE
"1203",TRUE,"all_other",0.1128,32.88,10.92478674,17.96,677,4650,22557,98.1,0,0,0,FALSE,FALSE,FALSE,10.0238450491999,TRUE
"1204",TRUE,"debt_consolidation",0.1191,215.62,10.16600565,21.97,707,2280,7552,98.1,1,0,0,FALSE,FALSE,FALSE,8.92970011431345,TRUE
"1205",TRUE,"major_purchase",0.08,219.36,10.0203813,10.04,757,5130,0,0,6,0,0,TRUE,FALSE,FALSE,0,FALSE
"1206",TRUE,"debt_consolidation",0.1159,224.53,10.62609644,11.91,682,4650,6170,53.7,1,0,0,FALSE,FALSE,FALSE,8.72761617832107,TRUE
"1207",TRUE,"debt_consolidation",0.138,255.61,11.12726298,18.16,667,2280,16860,63.6,1,0,0,FALSE,FALSE,FALSE,9.73275854177798,TRUE
"1208",TRUE,"all_other",0.1159,247.65,10.37349118,13.91,692,4380,2131,45.3,1,0,0,FALSE,FALSE,FALSE,7.66481578528574,TRUE
"1209",TRUE,"all_other",0.1286,168.14,10.1266311,23.23,702,2490,19096,69.6,2,0,0,FALSE,FALSE,FALSE,9.85728653363541,TRUE
"1210",TRUE,"credit_card",0.1096,261.76,10.83958091,12.28,697,2550,5329,29.4,2,1,0,FALSE,TRUE,FALSE,8.58110651715989,TRUE
"1211",TRUE,"major_purchase",0.0863,205.59,10.04324949,9.34,732,1619.958333,4386,14.3,0,0,0,FALSE,FALSE,FALSE,8.38640090116621,TRUE
"1212",TRUE,"debt_consolidation",0.097,48.19,10.85892207,15.62,717,4619.958333,1645,29.9,1,0,0,FALSE,FALSE,FALSE,7.40610338123702,TRUE
"1213",TRUE,"debt_consolidation",0.0976,241.16,11.26446411,13.91,727,4788,49150,42,3,0,0,TRUE,FALSE,FALSE,10.8026524712483,TRUE
"1214",TRUE,"major_purchase",0.1064,182.39,11.26446411,4.26,697,4140.958333,0,21.7,0,0,1,FALSE,FALSE,TRUE,0,FALSE
"1215",TRUE,"all_other",0.0863,237.21,10.6454249,19.2,787,6449.958333,8671,13.9,1,0,0,TRUE,FALSE,FALSE,9.06785472367943,TRUE
"1216",TRUE,"debt_consolidation",0.1349,407.17,10.91508846,14.53,667,9030,2569,98.8,0,0,0,TRUE,FALSE,FALSE,7.85166117788927,TRUE
"1217",TRUE,"home_improvement",0.097,96.38,11.03488966,3.31,707,12150,8832,76.8,1,0,0,FALSE,FALSE,FALSE,9.08624998674513,TRUE
"1218",TRUE,"all_other",0.08,72.08,10.83958091,11.6,762,5400,550,1.6,3,0,0,FALSE,FALSE,FALSE,6.31173480915291,TRUE
"1219",TRUE,"all_other",0.1222,83.3,10.77895629,14.77,677,4350,10710,54.6,0,0,0,FALSE,FALSE,FALSE,9.27902652976463,TRUE
"1220",TRUE,"debt_consolidation",0.097,248.99,11.58988651,9.77,732,5580,14068,52.7,1,0,0,FALSE,FALSE,FALSE,9.55172907437721,TRUE
"1221",TRUE,"all_other",0.1096,196.32,10.30895266,1.8,697,3360,2898,42.9,0,0,0,FALSE,FALSE,FALSE,7.97212112892166,TRUE
"1222",TRUE,"all_other",0.1254,92.06,10.91501573,22.13,682,5400,18392,87.6,2,0,0,FALSE,FALSE,FALSE,9.8197254364308,TRUE
"1223",TRUE,"all_other",0.1191,66.35,10.81985828,16.03,672,2339.958333,874,21.8,3,0,0,FALSE,FALSE,FALSE,6.77422388635761,TRUE
"1224",TRUE,"all_other",0.1286,504.4,10.86513399,18.14,677,11129.95833,12836,31.3,0,2,0,FALSE,TRUE,FALSE,9.46008690508493,TRUE
"1225",TRUE,"major_purchase",0.1222,376.52,10.95080655,22.76,712,4650,8939,74.5,0,0,0,TRUE,FALSE,FALSE,9.09829086816756,TRUE
"1226",TRUE,"all_other",0.08,37.61,10.81977828,4.82,737,2490,1312,9,2,0,0,FALSE,FALSE,FALSE,7.1800698743028,TRUE
"1227",TRUE,"debt_consolidation",0.1064,328.95,11.22693529,14.62,722,4919.958333,14173,78.7,0,0,0,FALSE,FALSE,FALSE,9.5591645793702,TRUE
"1228",TRUE,"all_other",0.1033,325.85,10.81977828,16.15,727,5669.958333,1417,7.6,1,0,0,TRUE,FALSE,FALSE,7.25700270709207,TRUE
"1229",TRUE,"debt_consolidation",0.1071,195.61,10.62132735,12.38,697,3620,21196,46.2,3,0,0,FALSE,FALSE,FALSE,9.96161494121274,TRUE
"1230",TRUE,"all_other",0.157,297.58,10.81977828,24.91,662,4559.958333,8155,78.4,3,0,0,FALSE,FALSE,FALSE,9.00650913169435,TRUE
"1231",TRUE,"all_other",0.1096,472.81,10.71441777,1.33,712,3240,1661,15.8,2,0,1,TRUE,FALSE,TRUE,7.41577697541539,TRUE
"1232",TRUE,"credit_card",0.1317,251.64,10.91802234,10.81,667,2820,6413,81.2,1,0,0,FALSE,FALSE,FALSE,8.7662383802531,TRUE
"1233",TRUE,"major_purchase",0.1033,181.57,11.3736634,5.41,712,6858,15132,33.9,0,0,0,FALSE,FALSE,FALSE,9.62463306868703,TRUE
"1234",TRUE,"credit_card",0.1317,216.17,10.79957558,16.09,662,4865.958333,24568,74.4,0,0,0,FALSE,FALSE,FALSE,10.1092407646463,TRUE
"1235",TRUE,"all_other",0.1001,33.89,10.89673933,11.56,707,4559.958333,8670,96.7,1,0,0,FALSE,FALSE,FALSE,9.06773940337716,TRUE
"1236",TRUE,"debt_consolidation",0.1222,148.28,11.83500896,19,677,6059.958333,27587,74.8,1,1,0,FALSE,TRUE,FALSE,10.2251361745512,TRUE
"1237",TRUE,"home_improvement",0.138,177.22,12.20607265,3.07,662,8370,13793,57.7,0,2,0,FALSE,TRUE,FALSE,9.53198899399124,TRUE
"1238",TRUE,"debt_consolidation",0.1096,176.69,10.96819829,15.43,707,2550,7366,42.8,2,0,0,FALSE,FALSE,FALSE,8.90476584668281,TRUE
"1239",TRUE,"all_other",0.0832,138.54,10.34174248,4.26,742,1830,5680,27.2,0,0,0,FALSE,FALSE,FALSE,8.64488255255713,TRUE
"1240",TRUE,"credit_card",0.0832,94.46,11.31447453,8.34,737,8100,5688,69.3,0,0,0,FALSE,FALSE,FALSE,8.64628976475065,TRUE
"1241",TRUE,"debt_consolidation",0.1222,246.57,10.51688023,13.16,677,4529.958333,10832,56.1,3,0,1,FALSE,FALSE,TRUE,9.29035230994557,TRUE
"1242",TRUE,"home_improvement",0.1254,66.95,10.34174248,3.02,667,7380,3574,60.6,3,0,0,FALSE,FALSE,FALSE,8.18172045512811,TRUE
"1243",TRUE,"debt_consolidation",0.1128,39.45,10.47728798,22.78,702,3871.958333,7438,32.3,1,0,0,FALSE,FALSE,FALSE,8.91449171019134,TRUE
"1244",TRUE,"debt_consolidation",0.1033,110.24,10.75790288,1.79,702,3179.958333,3321,51.1,2,0,0,FALSE,FALSE,FALSE,8.10832229017324,TRUE
"1245",TRUE,"credit_card",0.1286,162.25,11.56171563,10.71,682,4470,15478,96.2,0,0,0,FALSE,FALSE,FALSE,9.64723954557388,TRUE
"1246",TRUE,"all_other",0.1475,221.08,10.23995979,12.47,662,1349.958333,117,5.3,3,0,0,FALSE,FALSE,FALSE,4.77068462446567,TRUE
"1247",TRUE,"home_improvement",0.0768,187.14,12.07254125,5.19,782,4807,12760,10.9,0,0,0,FALSE,FALSE,FALSE,9.45414892373398,TRUE
"1248",TRUE,"debt_consolidation",0.1601,109.01,10.61888534,24.47,697,5309.958333,37864,98.3,0,1,0,FALSE,TRUE,FALSE,10.5417824815479,TRUE
"1249",TRUE,"debt_consolidation",0.1128,197.23,10.59663473,5.43,682,4679.958333,12247,66.9,1,0,0,FALSE,FALSE,FALSE,9.41311793733752,TRUE
"1250",TRUE,"debt_consolidation",0.1254,187.45,11.27720313,10.92,672,5699.958333,7465,74.6,0,0,1,FALSE,FALSE,TRUE,8.91811465947453,TRUE
