credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,has.delinq.2yrs,has.pub.rec,log.revol.bal,has.revol.bal
TRUE,credit_card,0.1128,73.14,10.08580911,12.45,717,6119.958333,3623,90.6,0,NA,0,TRUE,TRUE,FALSE,8.19533366716287,TRUE
TRUE,all_other,0.1096,121.89,10.70826555,17.41,732,4320,886,25.3,3,0,0,FALSE,FALSE,FALSE,6.787844982309579,TRUE
TRUE,home_improvement,0.1159,206.37,10.54534144,8.53,682,4290.958333,6288,22.3,3,0,NA,TRUE,FALSE,TRUE,8.746557354543503,TRUE
TRUE,all_other,0.1286,107.61,10.43081625,14.77,672,7139.958333,3318,34.9,1,NA,0,FALSE,TRUE,FALSE,8.107418811719974,TRUE
TRUE,credit_card,0.1317,168.88,11.00209984,14.6,667,2610,7708,48.5,1,0,0,FALSE,FALSE,FALSE,8.950143756459262,TRUE
TRUE,major_purchase,0.0832,135.39,10.81977828,17.9,757,4139.958333,4169,17.6,0,0,0,FALSE,FALSE,FALSE,8.335671314792847,TRUE
TRUE,all_other,0.0832,50.38,10.34174248,8.5,742,1860,4158,19.9,0,0,0,FALSE,FALSE,FALSE,8.33302993974291,TRUE
TRUE,debt_consolidation,0.1191,87.91,10.51686074,19.77,677,4559.958333,10679,55.3,1,0,NA,FALSE,FALSE,TRUE,9.276128112514186,TRUE
TRUE,credit_card,0.1191,169.18,11.20403338,18.11,687,4619.958333,22906,75.6,0,0,0,FALSE,FALSE,FALSE,10.039197819688574,TRUE
TRUE,debt_consolidation,0.1412,167.76,10.3859137,23.85,682,3569.958333,2379,68,1,0,NA,FALSE,FALSE,TRUE,7.77485576666552,TRUE
TRUE,credit_card,0.1633,264.91,10.81977828,10.8,667,5249.958333,0,86.3,0,0,0,TRUE,FALSE,FALSE,NA,FALSE
TRUE,all_other,0.097,44.18,10.59568428,20.84,757,7829.958333,14813,36.8,0,0,0,FALSE,FALSE,FALSE,9.603327958573235,TRUE
TRUE,debt_consolidation,0.1191,201.52,10.79949394,14.33,682,4533.958333,16979,41,0,NA,0,TRUE,TRUE,FALSE,9.739791459865339,TRUE
TRUE,all_other,0.097,76.31,10.30895266,15.04,747,1679.958333,2420,5.8,0,0,0,FALSE,FALSE,FALSE,7.791935956938058,TRUE
TRUE,major_purchase,0.1475,259.08,10.30895266,20.4,662,3240,1244,44.4,2,0,0,FALSE,FALSE,FALSE,7.126890808898808,TRUE
TRUE,all_other,0.1033,180.76,10.30908599,13.88,752,2670,5063,40.8,NA,0,0,FALSE,FALSE,FALSE,8.529911963824013,TRUE
TRUE,educational,0.1633,105.97,10.91508846,26.05,672,5430,19487,89.2,2,0,0,FALSE,FALSE,FALSE,9.877554170509624,TRUE
TRUE,debt_consolidation,0.1096,185.69,11.08214255,12.04,697,8219.958333,7350,37.3,0,0,0,FALSE,FALSE,FALSE,8.902591637374087,TRUE
TRUE,educational,0.1191,216.45,10.83467754,20.69,707,5669.958333,16881,50.7,0,0,0,FALSE,FALSE,FALSE,9.734003244543665,TRUE
TRUE,credit_card,0.1222,193.26,10.91508846,14.84,677,3240,7440,89.6,0,0,0,FALSE,FALSE,FALSE,8.914760527397261,TRUE
TRUE,educational,0.1286,50.44,10.48514436,13.45,662,4619.958333,10363,71,2,0,NA,FALSE,FALSE,TRUE,9.246093541682,TRUE
TRUE,all_other,0.1096,113.71,11.22524339,9.92,687,6240,22796,51.9,1,0,0,TRUE,FALSE,FALSE,10.034384227337895,TRUE
TRUE,all_other,0.1096,110.43,10.30895266,0.6,722,1440,767,4.2,3,0,0,FALSE,FALSE,FALSE,6.643789733147672,TRUE
TRUE,debt_consolidation,0.1096,185.69,10.70817611,18.52,712,2250,25925,66.1,0,0,0,FALSE,FALSE,FALSE,10.163001605159987,TRUE
TRUE,all_other,0.1033,109.43,10.30895266,5.52,712,1649.958333,598,2.9,1,0,0,FALSE,FALSE,FALSE,6.395261598115449,TRUE
TRUE,major_purchase,0.1222,145.78,10.24313332,17.63,677,2550,7474,35.8,2,NA,0,FALSE,TRUE,FALSE,8.919319398258887,TRUE
TRUE,debt_consolidation,0.0832,174.74,10.71163613,13.64,777,4559.958333,5578,9,2,0,0,FALSE,FALSE,FALSE,8.626764827845529,TRUE
TRUE,all_other,0.1222,79.97,10.63585545,22.36,677,5580,12785,77.2,2,0,0,FALSE,FALSE,FALSE,9.456106101326672,TRUE
TRUE,debt_consolidation,0.0832,47.23,10.54534144,2.53,732,2789.958333,3421,22.1,1,0,0,FALSE,FALSE,FALSE,8.137980454452139,TRUE
TRUE,all_other,0.1222,165.77,11.42954386,5.06,722,6389.958333,5424,98.6,0,0,0,FALSE,FALSE,FALSE,8.59877317840866,TRUE
TRUE,debt_consolidation,0.1696,135.41,10.46310334,29.42,672,5339.958333,536,9.2,2,0,0,FALSE,FALSE,FALSE,6.285998094508865,TRUE
TRUE,educational,0.1191,116.1,12.07254125,2.47,677,1770,23806,60.6,1,0,0,FALSE,FALSE,FALSE,10.077734934062509,TRUE
TRUE,debt_consolidation,0.1096,110.43,10.71441777,13.6,722,4470,23280,92,3,0,0,FALSE,FALSE,FALSE,10.05539285624928,TRUE
TRUE,debt_consolidation,0.08,159.82,10.87804719,6.23,752,4649.958333,10399,31.3,1,0,0,FALSE,FALSE,FALSE,9.249561085129464,TRUE
TRUE,debt_consolidation,0.1146,263.66,11.28978191,21.72,697,7577,NA,72.9,0,0,0,TRUE,FALSE,FALSE,11.200281076894816,TRUE
TRUE,credit_card,0.1159,194.82,11.51292546,20.29,707,6119.958333,NA,78.7,0,0,0,FALSE,FALSE,FALSE,10.953487161283544,TRUE
TRUE,debt_consolidation,0.1001,69.39,10.46310334,1.2,722,3330,2400,35.8,0,0,0,FALSE,FALSE,FALSE,7.783640596221253,TRUE
TRUE,credit_card,0.1538,243.97,11.28978191,9.24,667,6540,33102,99.4,2,0,NA,TRUE,FALSE,TRUE,10.407379191699189,TRUE
TRUE,major_purchase,0.0768,96.69,10.6214249,9.39,787,5044.958333,15715,21.5,1,0,0,FALSE,FALSE,FALSE,9.662434580678351,TRUE
TRUE,credit_card,0.1128,218.6,11.1844214,16.86,697,2208,21659,49.9,1,0,0,TRUE,FALSE,FALSE,9.983222520554982,TRUE
TRUE,debt_consolidation,0.1033,180.76,10.6454249,0,772,7529.958333,0,0,NA,0,0,FALSE,FALSE,FALSE,NA,FALSE
TRUE,debt_consolidation,0.0832,141.68,10.59663473,13.02,752,6300,12183,45.1,0,0,0,FALSE,FALSE,FALSE,9.407878894574997,TRUE
TRUE,all_other,0.0832,174.74,11.31447453,4.36,752,3420,26040,49.1,3,0,0,FALSE,FALSE,FALSE,10.167427498042906,TRUE
TRUE,all_other,0.1128,139.71,10.91508846,4.65,682,3209.958333,2801,63.7,0,0,0,TRUE,FALSE,FALSE,7.938088726896952,TRUE
TRUE,debt_consolidation,0.1128,167.65,11.05879518,14.68,687,4770,17550,38.6,2,0,0,TRUE,FALSE,FALSE,9.77286620732769,TRUE
TRUE,debt_consolidation,0.1159,158.5,10.81977828,20.45,707,5820,11781,58.9,2,0,0,FALSE,FALSE,FALSE,9.374328222081633,TRUE
TRUE,credit_card,0.0832,135.39,10.93310697,17.04,752,7499.958333,NA,41.9,2,0,0,FALSE,FALSE,FALSE,11.14035340016409,TRUE
TRUE,all_other,0.0737,31.05,11.25631561,0.74,782,NA,2440,8.6,0,0,0,FALSE,FALSE,FALSE,7.80016307039296,TRUE
TRUE,credit_card,0.1254,226.78,11.37779279,20.95,702,6630,31518,93.2,0,0,0,FALSE,FALSE,FALSE,10.358345817580213,TRUE
TRUE,all_other,0.1221,566.36,11.28978191,7.93,742,6378.041667,15146,27.2,1,0,0,FALSE,FALSE,FALSE,9.625557771527026,TRUE
TRUE,credit_card,0.08,184.89,12.34583459,3.92,782,4372,8247,11.1,2,0,0,FALSE,FALSE,FALSE,9.017726025696795,TRUE
TRUE,all_other,0.1159,138.68,10.30895266,17.08,687,4500,10655,68.7,1,0,0,FALSE,FALSE,FALSE,9.273878392780171,TRUE
TRUE,credit_card,0.138,236.86,10.81977828,20.3,672,3690,9344,79.2,1,0,0,FALSE,FALSE,FALSE,9.142596719889664,TRUE
TRUE,all_other,0.1033,64.85,9.998797732,9,697,1860,8935,27.8,1,0,0,FALSE,FALSE,FALSE,9.097843340749037,TRUE
TRUE,all_other,0.0863,110.7,9.952277717,1.71,742,2345,1087,10.9,1,0,0,FALSE,FALSE,FALSE,6.992096427415888,TRUE
TRUE,debt_consolidation,0.1096,147.24,11.05089001,6.17,697,8820,17558,62.3,1,0,NA,FALSE,FALSE,TRUE,9.773321917959331,TRUE
TRUE,all_other,0.1001,157.33,10.81977828,9.62,717,3119.958333,11579,37,2,0,0,FALSE,FALSE,FALSE,9.357034751126987,TRUE
TRUE,credit_card,0.1128,94.51,10.51325312,4.83,687,5220,5260,92.3,0,0,NA,FALSE,FALSE,TRUE,8.568076401730806,TRUE
TRUE,credit_card,0.1412,191.73,10.23995979,24.77,682,3239.958333,86,1.1,0,0,0,FALSE,FALSE,FALSE,NA,TRUE
TRUE,home_improvement,0.0863,237.21,12.32385568,7.44,742,4380,15611,21,2,0,0,FALSE,FALSE,FALSE,9.655795128300506,TRUE
TRUE,educational,0.0832,110.2,10.858999,19.41,782,NA,2967,5,0,0,0,FALSE,FALSE,FALSE,7.995643604287271,TRUE
TRUE,debt_consolidation,0.1128,156.14,11.3736634,1.32,722,1260,10318,30.9,1,0,0,FALSE,FALSE,FALSE,9.241742135115715,TRUE
TRUE,home_improvement,0.0863,159.73,11.28983191,1.84,727,4530,2733,15.4,1,0,0,FALSE,FALSE,FALSE,7.913521017283895,TRUE
TRUE,all_other,0.1128,172.58,10.7711761,5.24,712,5699.958333,13673,58.4,0,0,0,TRUE,FALSE,FALSE,9.523251498473739,TRUE
TRUE,all_other,0.138,81.8,10.77895629,1.35,662,1890,3171,77.3,0,0,0,FALSE,FALSE,FALSE,8.06211758275474,TRUE
TRUE,credit_card,0.1159,80.9,11.35040654,13.19,682,7499.958333,NA,51.9,0,0,0,FALSE,FALSE,FALSE,10.696457443375463,TRUE
TRUE,credit_card,0.1349,254.48,11.89067673,9.58,662,7710,15030,52.2,1,0,0,TRUE,FALSE,FALSE,9.617870014133226,TRUE
TRUE,debt_consolidation,0.1128,200.52,10.4341158,10.06,692,1769.958333,5129,35.4,1,0,0,FALSE,FALSE,FALSE,8.542860938164814,TRUE
TRUE,credit_card,0.1286,184.95,10.42376834,17.31,672,1950,12596,46.3,0,0,0,FALSE,FALSE,FALSE,9.441213969352303,TRUE
TRUE,credit_card,0.1159,247.65,11.66650455,11.89,687,2910,25588,58,1,0,0,FALSE,FALSE,FALSE,10.149917850625528,TRUE
TRUE,all_other,0.0768,65.5,10.92952915,3.59,757,7529.958333,14538,32,1,0,0,FALSE,FALSE,FALSE,9.584589972931425,TRUE
TRUE,all_other,0.1128,32.88,10.46310334,15.69,697,4320.958333,199,2.3,1,0,0,TRUE,FALSE,FALSE,NA,TRUE
TRUE,credit_card,0.1286,92.48,10.96819829,13.57,667,2519.958333,3109,42.6,2,0,0,FALSE,FALSE,FALSE,8.04237800517328,TRUE
TRUE,all_other,0.1304,219.14,11.05089001,6.76,667,6167.958333,20227,41,3,NA,0,TRUE,TRUE,FALSE,9.914823062199874,TRUE
TRUE,debt_consolidation,0.08,156.69,10.96812932,10.78,757,3179.958333,4496,9.7,3,0,0,FALSE,FALSE,FALSE,8.411165786770708,TRUE
TRUE,all_other,0.0768,124.76,10.6214249,10.74,792,4589.958333,2775,13.7,3,0,0,FALSE,FALSE,FALSE,7.9287663216266955,TRUE
TRUE,all_other,0.1001,242.04,11.27720313,15.21,727,4979.958333,2801,6.7,0,NA,0,FALSE,TRUE,FALSE,7.938088726896952,TRUE
TRUE,debt_consolidation,0.1033,129.69,10.34174248,10.03,702,3839.958333,6796,32.4,0,0,0,FALSE,FALSE,FALSE,8.824236617346639,TRUE
TRUE,debt_consolidation,0.1096,245.4,10.51009597,7.16,697,3599.958333,27491,56.2,3,0,0,FALSE,FALSE,FALSE,10.221650332241495,TRUE
TRUE,credit_card,0.1412,102.71,10.08580911,9.3,662,1470,5062,85.8,0,0,0,FALSE,FALSE,FALSE,8.529714471969909,TRUE
TRUE,major_purchase,0.1272,59.57,10.71441777,10.64,667,3179.958333,1030,4.6,0,NA,0,FALSE,TRUE,FALSE,6.93828448401696,TRUE
TRUE,credit_card,0.1051,136.54,10.95080655,10.59,707,7350,5014,18.1,0,NA,0,FALSE,TRUE,FALSE,8.520188700396035,TRUE
TRUE,credit_card,0.1146,98.88,9.942708266,3.58,707,3879.041667,2731,97.5,0,0,0,FALSE,FALSE,FALSE,7.912789220690681,TRUE
TRUE,debt_consolidation,0.1209,156.31,10.59663473,21.93,712,4650.958333,3266,49.5,0,0,0,FALSE,FALSE,FALSE,8.09162741160107,TRUE
TRUE,educational,0.1083,146.97,10.54534144,13.54,712,3930.958333,1818,29.8,2,0,0,FALSE,FALSE,FALSE,7.506042178518122,TRUE
TRUE,all_other,0.1178,99.33,10.27090459,0.66,717,1142,843,30.1,0,0,0,FALSE,FALSE,FALSE,6.7381524945959574,TRUE
TRUE,debt_consolidation,0.1051,243.81,10.6454249,16.23,727,3573.958333,26784,63.6,1,0,0,FALSE,FALSE,FALSE,10.19559730831506,TRUE
TRUE,debt_consolidation,0.1083,163.3,10.76840078,21.53,742,3604.958333,17194,54.8,1,0,0,TRUE,FALSE,FALSE,9.752373922866367,TRUE
TRUE,all_other,0.1241,172.07,11.56171563,20.29,747,5585,8855,31.2,NA,0,0,FALSE,FALSE,FALSE,9.088850474388472,TRUE
TRUE,debt_consolidation,0.1051,243.81,11.98292909,9.55,722,4685.958333,39979,49.5,0,0,0,FALSE,FALSE,FALSE,10.596134608054392,TRUE
TRUE,all_other,0.1588,245.69,11.46163217,24.19,667,5375.958333,590,84.3,0,0,0,FALSE,FALSE,FALSE,6.3818160174060985,TRUE
TRUE,all_other,0.0907,238.75,11.00209984,4.86,752,7626.958333,8575,25,1,0,0,FALSE,FALSE,FALSE,9.056722883310583,TRUE
TRUE,home_improvement,0.102,242.71,11.276633349999999,11.99,732,4686.958333,NA,40.4,3,0,0,TRUE,FALSE,FALSE,10.662047871644305,TRUE
TRUE,all_other,0.0907,210.1,10.37361617,1.84,742,2680,4889,10.7,1,0,0,TRUE,FALSE,FALSE,8.494947582468917,TRUE
TRUE,credit_card,0.1083,244.94,11.40756495,20.91,747,5641,NA,47.5,0,0,0,FALSE,FALSE,FALSE,11.698068038950884,TRUE
TRUE,all_other,0.0907,191,11.08214255,5,752,4384,86,0.5,1,0,0,FALSE,FALSE,FALSE,NA,TRUE
TRUE,home_improvement,0.0832,47.23,10.858999,12.39,722,3800,26571,33.7,0,0,0,FALSE,FALSE,FALSE,10.187613308785131,TRUE
TRUE,major_purchase,0.102,97.09,10.91508846,0.33,802,3216.958333,37,0.2,0,0,0,FALSE,FALSE,FALSE,NA,TRUE
TRUE,debt_consolidation,0.1272,251.7,11.31447453,11.12,677,6008,12336,46,0,NA,0,FALSE,TRUE,FALSE,9.420358156071465,TRUE
TRUE,credit_card,0.1114,156.65,10.83958091,6.4,697,4709.958333,10537,41,2,0,0,FALSE,FALSE,FALSE,9.262743050769231,TRUE
TRUE,all_other,0.1336,338.68,10.71441777,1.73,687,3509.958333,3153,30.3,1,0,0,FALSE,FALSE,FALSE,8.056426767522984,TRUE
TRUE,major_purchase,0.0907,229.2,10.96812932,9.35,742,9419.958333,3392,9.2,1,0,0,FALSE,FALSE,FALSE,8.129469764784231,TRUE
TRUE,small_business,0.1146,411.97,11.32418334,14.16,707,6089.958333,NA,62.5,0,0,0,FALSE,FALSE,FALSE,10.642897897565712,TRUE
TRUE,small_business,0.1557,244.62,10.93310697,1.18,672,1409.958333,255,15,2,0,0,FALSE,FALSE,FALSE,5.545177444479562,TRUE
TRUE,debt_consolidation,0.1304,252.85,11.03488966,18.21,682,5777.958333,19099,89.2,1,0,0,FALSE,FALSE,FALSE,9.857443614034722,TRUE
TRUE,small_business,0.0938,335.76,10.91508846,6.41,737,2459.958333,1932,11.4,2,0,0,TRUE,FALSE,FALSE,7.566828479208331,TRUE
TRUE,debt_consolidation,0.1178,380.76,10.73116563,15.21,707,5039.958333,10197,75.5,0,0,0,FALSE,FALSE,FALSE,9.2299469016151,TRUE
TRUE,debt_consolidation,0.1304,182.06,11.2515607,22.08,707,5220,9282,15,1,0,NA,FALSE,FALSE,TRUE,9.135940049399933,TRUE
TRUE,educational,0.08,297.7,10.91508846,3.53,787,NA,7171,10.7,2,0,0,TRUE,FALSE,FALSE,8.877939834725023,TRUE
TRUE,small_business,0.0938,383.73,11.813030060000001,9.91,767,NA,1579,7.2,0,0,0,FALSE,FALSE,FALSE,7.365180126021013,TRUE
TRUE,all_other,0.1493,NA,11.98292909,10.73,682,1799.958333,33256,73.9,0,0,0,FALSE,FALSE,FALSE,10.412020550242234,TRUE
TRUE,debt_consolidation,0.1209,299.32,10.87804719,4.3,692,1679.958333,9735,72.1,1,0,0,FALSE,FALSE,FALSE,9.183585634667363,TRUE
TRUE,credit_card,0.0938,359.74,10.71441777,12.96,757,3599.958333,12341,30.8,0,0,0,FALSE,FALSE,FALSE,9.420763358881013,TRUE
TRUE,credit_card,0.1146,197.75,10.34817337,13.73,692,2069.958333,14154,85.8,0,0,0,TRUE,FALSE,FALSE,9.557823197546,TRUE
TRUE,debt_consolidation,0.0768,124.77,10.23995979,5.57,777,6095.041667,4988,14.6,0,0,0,FALSE,FALSE,FALSE,8.514990767861038,TRUE
TRUE,credit_card,0.1462,NA,11.98292909,9.04,682,5369.958333,9925,45.1,1,NA,0,TRUE,TRUE,FALSE,9.202912856147385,TRUE
TRUE,credit_card,0.0938,172.68,11.49685706,19.36,732,6000,36976,53.1,2,0,0,FALSE,FALSE,FALSE,10.518051376717915,TRUE
TRUE,home_improvement,0.1178,248.32,10.30895266,17.72,692,6270,6349,44.7,1,NA,0,FALSE,TRUE,FALSE,8.756210091886738,TRUE
TRUE,credit_card,0.1209,598.64,11.1124479,19.22,702,5220,22897,64.5,1,0,NA,TRUE,FALSE,TRUE,10.038804849483757,TRUE
TRUE,all_other,0.1272,536.11,11.73606902,10.62,692,5970,35114,52.6,0,0,0,FALSE,FALSE,FALSE,10.46638366859312,TRUE
TRUE,debt_consolidation,0.1367,236.43,11.75038998,11.16,662,6839.958333,31081,28.3,1,NA,0,FALSE,TRUE,FALSE,10.344384152475557,TRUE
TRUE,credit_card,0.1178,178.8,10.6454249,10.57,682,3780,6770,21.2,3,0,0,FALSE,FALSE,FALSE,8.820404065485645,TRUE
TRUE,all_other,0.0907,159.17,11.35040654,5.46,737,3090,6528,14.3,1,0,0,FALSE,FALSE,FALSE,8.784009071186633,TRUE
TRUE,small_business,0.0963,32.1,10.30895266,2.64,717,1928.958333,11738,30.3,1,0,0,FALSE,FALSE,FALSE,9.370671910878523,TRUE
TRUE,home_improvement,0.1114,820.13,11.51292546,5.95,732,6119.958333,31752,53.1,2,0,0,FALSE,FALSE,FALSE,10.365742488046086,TRUE
TRUE,all_other,0.1304,384.34,11.47210347,8.98,697,1170,6201,66.7,1,0,0,FALSE,FALSE,FALSE,8.732627099660395,TRUE
TRUE,credit_card,0.08,256.96,11.21182037,11.46,772,6419.958333,23891,19.3,0,0,0,FALSE,FALSE,FALSE,10.081298953852196,TRUE
TRUE,credit_card,0.1178,264.88,10.858999,9.09,687,3629.958333,15217,58.1,0,0,0,FALSE,FALSE,FALSE,9.630234216736469,TRUE
TRUE,small_business,0.1051,260.06,10.71441777,11.41,787,3929.958333,2193,6.9,0,0,0,FALSE,FALSE,FALSE,7.693481640835175,TRUE
TRUE,credit_card,0.1178,165.55,10.75790288,22.49,692,8160,0,0,3,0,NA,TRUE,FALSE,TRUE,NA,FALSE
TRUE,debt_consolidation,0.06,216.38,10.23995979,12.09,667,2550,14320,67.5,1,0,0,FALSE,FALSE,FALSE,9.569482270478703,TRUE
TRUE,all_other,0.0768,31.19,11.1844214,16.9,767,6419.958333,28938,23.4,0,0,0,FALSE,FALSE,FALSE,10.27294544533829,TRUE
TRUE,debt_consolidation,0.1241,517.87,10.54534144,9.06,692,5250,17297,77.6,1,0,NA,FALSE,FALSE,TRUE,9.758346166866458,TRUE
TRUE,credit_card,0.1083,215.55,11.1844214,17.87,712,3899.958333,5595,14.9,0,0,NA,FALSE,FALSE,TRUE,8.629807335785372,TRUE
TRUE,debt_consolidation,0.1241,334.11,11.03488966,22.43,682,8669.958333,12792,50.6,2,NA,0,FALSE,TRUE,FALSE,9.456653425317034,TRUE
TRUE,credit_card,0.1241,233.88,11.51292546,7.88,677,9270,6410,41.4,0,0,0,FALSE,FALSE,FALSE,8.765770543987257,TRUE
TRUE,home_improvement,0.0768,109.17,10.858999,7.57,762,7831,1369,5.9,0,NA,0,FALSE,TRUE,FALSE,7.222566018822171,TRUE
TRUE,debt_consolidation,0.1367,816.43,11.46163217,17.68,697,3330,34565,89.3,1,0,0,FALSE,FALSE,FALSE,10.450625818960438,TRUE
TRUE,all_other,0.102,161.81,11.15619338,8.21,732,3070,2535,50.7,3,0,0,FALSE,FALSE,FALSE,7.8383433155571165,TRUE
TRUE,debt_consolidation,0.1083,489.88,11.01006801,16.01,732,5850,35692,40.1,3,0,0,FALSE,FALSE,FALSE,10.482709870110469,TRUE
TRUE,home_improvement,0.1178,215.22,11.42081018,2.14,732,4410,4541,96.6,2,0,0,TRUE,FALSE,FALSE,8.421122722665503,TRUE
TRUE,all_other,0.1241,200.47,10.77895629,17.53,707,6509.958333,1966,93.6,1,0,0,TRUE,FALSE,FALSE,7.584264818389059,TRUE
TRUE,debt_consolidation,0.1304,202.28,10.38887228,24.89,672,1830,3139,50.6,1,NA,0,FALSE,TRUE,FALSE,8.0519780789023,TRUE
TRUE,all_other,0.08,313.37,10.59663473,6.48,777,4923,19998,18.3,1,0,0,FALSE,FALSE,FALSE,9.903437551286085,TRUE
TRUE,all_other,0.1083,81.65,11.00209984,12.36,692,5190,257,5.8,1,NA,0,FALSE,TRUE,FALSE,5.552959584921617,TRUE
TRUE,all_other,0.1336,203.21,10.99373159,16.24,662,3539.958333,1995,30.7,1,0,0,FALSE,FALSE,FALSE,7.59890045687141,TRUE
TRUE,debt_consolidation,0.1367,489.86,11.69524702,13.01,672,4200,14827,43.5,3,0,0,TRUE,FALSE,FALSE,9.604272564270623,TRUE
TRUE,all_other,0.102,177.99,10.73630972,6.03,787,4589.958333,1442,13.5,0,0,0,FALSE,FALSE,FALSE,7.274479558773871,TRUE
TRUE,debt_consolidation,0.1178,595.97,11.44035477,17.43,707,3899.958333,29046,41.8,0,0,0,FALSE,FALSE,FALSE,10.27667048672357,TRUE
TRUE,debt_consolidation,0.102,275.07,10.66886237,9.15,727,2909.958333,6725,43.7,1,0,0,FALSE,FALSE,FALSE,8.813735892300215,TRUE
TRUE,small_business,0.1241,501.16,NA,5.86,692,2429.958333,36073,72.9,2,0,0,TRUE,FALSE,FALSE,10.493327663230145,TRUE
TRUE,debt_consolidation,0.1051,325.08,11.05089001,22.63,717,6660,15655,44.3,3,0,0,FALSE,FALSE,FALSE,9.658609509075912,TRUE
TRUE,debt_consolidation,0.1146,329.57,10.49127422,19.3,702,2069.958333,5680,25.2,0,0,NA,FALSE,FALSE,TRUE,8.644882552557126,TRUE
TRUE,all_other,0.1146,197.75,12.3883942,3.64,722,3209.958333,NA,94,0,0,0,FALSE,FALSE,FALSE,10.981114514795102,TRUE
TRUE,small_business,0.1146,329.57,10.89673933,21.69,722,5250,21462,40.9,1,0,0,FALSE,FALSE,FALSE,9.974085801381666,TRUE
TRUE,major_purchase,0.1209,330.08,11.44571672,12.92,687,2190,26845,80.5,0,0,0,FALSE,FALSE,FALSE,10.197872113047582,TRUE
TRUE,small_business,0.1462,517.2,11.58988651,11.56,667,4649.958333,13706,45.7,1,NA,0,TRUE,TRUE,FALSE,9.525661930231381,TRUE
TRUE,credit_card,0.0938,191.87,10.71441777,10.69,742,2760,1774,13.3,1,0,0,FALSE,FALSE,FALSE,7.4815557019095165,TRUE
TRUE,small_business,0.1557,698.91,10.79957558,12.39,672,4830,13335,39.8,1,NA,0,FALSE,TRUE,FALSE,9.49822242443063,TRUE
TRUE,debt_consolidation,0.1051,162.54,10.40477786,2.4,767,3848,1411,35.3,1,0,0,FALSE,FALSE,FALSE,7.252762418053187,TRUE
TRUE,debt_consolidation,0.1083,391.9,10.57131693,18.22,717,2519.958333,16100,39.3,1,0,0,FALSE,FALSE,FALSE,9.686636660844938,TRUE
TRUE,home_improvement,0.1114,328.06,10.6214249,21.92,722,2640,9042,16.2,2,0,0,FALSE,FALSE,FALSE,9.10974625674048,TRUE
TRUE,small_business,0.102,485.42,11.51292546,7.93,747,3599.958333,NA,37.8,0,0,0,TRUE,FALSE,FALSE,11.367090116746684,TRUE
TRUE,all_other,0.1304,505.7,11.98292909,12.61,692,3569.958333,30055,72.1,0,0,0,FALSE,FALSE,FALSE,10.310817587253805,TRUE
TRUE,educational,0.1304,134.86,10.40426284,12.8,667,8130,6793,31.4,3,NA,0,FALSE,TRUE,FALSE,8.82379514872053,TRUE
TRUE,debt_consolidation,0.1304,674.27,12.22342128,7.02,692,3720,NA,59.3,0,0,0,FALSE,FALSE,FALSE,11.0345347623474,TRUE
TRUE,debt_consolidation,0.1146,329.57,11.45100751,7.85,727,6600,17465,95.4,1,0,0,TRUE,FALSE,FALSE,9.768011412973678,TRUE
TRUE,debt_consolidation,0.1178,496.64,11.12726298,22.43,717,8013,10635,46.9,0,0,0,FALSE,FALSE,FALSE,9.27199975236291,TRUE
TRUE,educational,0.1126,336.03,11.15625052,1.73,742,3038.041667,7044,13.7,3,0,0,FALSE,FALSE,FALSE,8.86007342433278,TRUE
TRUE,small_business,0.1493,346.32,11.00209984,20.58,682,6720,NA,89.2,0,0,0,TRUE,FALSE,FALSE,10.936494084106243,TRUE
TRUE,debt_consolidation,0.1083,653.17,11.08220409,8.2,742,4171,12418,66.2,1,0,0,TRUE,FALSE,FALSE,9.426982836948033,TRUE
TRUE,educational,0.1241,260.61,11.14186178,11.5,682,1920,36081,87.8,1,0,NA,FALSE,FALSE,TRUE,10.493549405012748,TRUE
TRUE,credit_card,0.1442,206.3,11.17147687,15.18,662,6709.041667,38616,76.3,1,0,0,FALSE,FALSE,FALSE,10.56144787300669,TRUE
TRUE,debt_consolidation,0.0907,318.33,11.03495418,4.32,782,5369.958333,NA,2.7,1,0,0,FALSE,FALSE,FALSE,10.808150948169304,TRUE
TRUE,debt_consolidation,0.1051,243.81,10.85892207,7.82,722,4379.958333,5911,20.9,3,0,0,FALSE,FALSE,FALSE,8.684739462628038,TRUE
TRUE,debt_consolidation,0.102,161.81,10.59653473,13.08,722,3929.958333,6013,51,3,0,0,FALSE,FALSE,FALSE,8.701845363548474,TRUE
TRUE,debt_consolidation,0.1367,110.56,10.126631100000001,24.34,672,1223.041667,10098,24.7,2,0,0,FALSE,FALSE,FALSE,9.220191688026556,TRUE
TRUE,home_improvement,0.102,58.26,10.6454249,11.09,707,2519.958333,3628,26.1,2,0,0,FALSE,FALSE,FALSE,8.19671240721307,TRUE
TRUE,debt_consolidation,0.1114,492.08,11.22524339,7.81,722,7140,14340,71.3,0,0,0,FALSE,FALSE,FALSE,9.570877846729212,TRUE
TRUE,debt_consolidation,0.1367,748.39,11.0744205,13.13,687,3989.958333,25716,55.4,0,0,0,FALSE,FALSE,FALSE,10.154907530801994,TRUE
